18,Awesome new app\, so far so good.,US,2014-07-15 04:36:00,5,Gottaloveit420!,Great... Love it,427932542,
19,Love recording sound bites of where I am and what I'm doing .,US,2014-07-14 21:52:00,5,M19876,Fun!,427932542,
25487,Just what I needed,US,2013-02-11 00:01:00,5,ODXthink,Perfect,390928219,
25488,The best store ever!,US,2013-02-10 23:46:00,5,Mengimack,Wow,390928219,
25489,Easy to use\, efficient layout.  Best shopping app I've seen.,US,2013-02-10 22:18:00,5,Ohidunno,Just exactly right!,390928219,
25490,I really like this app\, as it syncs with my B&H acct on all devices\, unlike say the eBay app. I do wish that the wish lists would show a total without having to add them all to the cart.And\, the app is so fast & easy to use\, that I wish there were an iPad version too! (Sure\, it runs just fine on the iPad even in 2x mode\, but B&H could really take advantage of the bigger screen.,US,2013-02-10 18:50:00,4,hansrupert,Great app\, wish there were more...,390928219,
25491,This is almost as good as a catalog. :) maybe better. Easy to navigate\, loads of info. Helped me make a decision on a large purchase. I have absolutely no complaints. So glad it was available.,US,2013-02-10 13:40:00,5,ShellyNmiss,Nice,390928219,
25492,No complaints or concerns,US,2013-02-10 10:22:00,5,rich6851,Perfect,390928219,
25493,Fantastic app. Very easy to navigate. Well thought out.,US,2013-02-10 07:57:00,5,Rav'n'oz,Excellent,390928219,
25494,Does what it needs to do!,US,2013-02-09 23:50:00,5,Itouch508 ,Great app,390928219,
25495,Great app\, that works perfectly. Use it constantly for pricing and reviews.,US,2013-02-09 22:30:00,5,MJ Studios,Great!,390928219,
25496,Love this app and this store!,US,2013-02-09 22:08:00,5,Leigh iFone,Awesome!!,390928219,
25497,Great app!!,US,2013-02-09 18:21:00,5,Jay beadle,Wonderful,390928219,
25498,I shop on B&H all the time\, and this app puts the store in my pocket.,US,2013-02-09 16:47:00,4,Phranq from Soundcloud,Convenient Little App,390928219,
25499,good app but can improve... missing the bundle options,US,2013-02-09 14:00:00,4,denisbranco,good app but can improve,390928219,
25500,Search\, order\, done. Love it!,US,2013-02-09 13:11:00,5,Shobo789,B&H on the go,390928219,
25501,,US,2013-02-09 02:49:00,5,Nyeem,Review,390928219,
25502,Limited search.  Many things come back as 'no results found'.,US,2013-02-08 16:56:00,3,Steve Pitre,DP / cameramn,390928219,
25503,:),US,2013-02-07 14:10:00,5,Kakarok,Awesome app!!!!!!!,390928219,
25504,Very convenient and helpful.,US,2013-02-06 23:03:00,5,TKoch21,Awesome,390928219,
25505,Great app.  Would be nice if redeem gift cards in app\, but no Apis perfect.,US,2013-02-06 07:33:00,5,Scott..?,Excellent,390928219,
25506,Don't have open safari,US,2013-02-06 00:28:00,5,appel101,Just awesome !,390928219,
25507,The product details provided in this app are just about as thorough as on the full website. The cart and purchase process is fast. It has made my few recent purchases on the road so much easier than fiddling through the full website on my iPhone.,US,2013-02-05 18:05:00,5,Simplex,Good\, fast\, efficient access,390928219,
25508,Don't have open safari,US,2013-02-06 00:28:00,5,appel101,Just awesome !,390928219,
25509,The product details provided in this app are just about as thorough as on the full website. The cart and purchase process is fast. It has made my few recent purchases on the road so much easier than fiddling through the full website on my iPhone.,US,2013-02-05 18:05:00,5,Simplex,Good\, fast\, efficient access,390928219,
25510,Exactly what I'm looking for!,US,2013-02-05 10:54:00,5,5H4N3,Great App,390928219,
25511,It is nice to have the B&H app rather than have to flip through a catalog the call in an order. Good to have mobile.,US,2013-02-05 05:16:00,5,Yonivck,Good to have...,390928219,
25512,This app is great! So easy to navigate with great filters! Ordering on the iPhone is so simple!,US,2013-02-04 15:58:00,5,Qlute,Bondidan,390928219,
25513,!,US,2013-02-04 12:23:00,5,Refundmeplease123456789,Great App,390928219,
25514,Good stuff.,US,2013-02-03 20:06:00,5,Col_Vandal,Great store,390928219,
25515,Have used B&H for years. Probably the best online store for professional gear purchases.,US,2013-02-03 20:03:00,5,RMedia,Steve,390928219,
25516,Ballin outta control B&H ftw.,US,2013-02-03 19:36:00,5,The unlikely nerd,Legit,390928219,
25517,So easy to navigate and order gear directly from my phone! This app is outstanding!,US,2013-02-03 16:58:00,5,Savir9048,Great App!,390928219,
25518,Good again.,US,2013-02-02 21:24:00,5,Daniel Concurseiro,Good!!,390928219,
25519,The app is really great\, but every once in a while it would crash on me.,US,2013-02-02 17:54:00,4,tycham85,Handy app,390928219,
25520,I should have expected this to be a great app. It's B&H!,US,2013-02-02 17:52:00,4,Tsirt.,Best shopping app.,390928219,
25521,This app in conjunction with there web site makes for an outstanding opportunity to find what you are looking for and huge savings.,US,2013-02-02 13:01:00,5,Longifolia,Outstanding,390928219,
25522,Great app\, offers all the B&H content. Still little details to fix but overall is fantastic. Allows you to process a complete purchase from the phone\, all your wishlist items accesible\, etc...,US,2013-02-02 12:24:00,5,Sarmanx,Great app!,390928219,
25523,This app in conjunction with there web site makes for an outstanding opportunity to find what you are looking for and huge savings.,US,2013-02-02 13:01:00,5,Longifolia,Outstanding,390928219,
25524,Great app\, offers all the B&H content. Still little details to fix but overall is fantastic. Allows you to process a complete purchase from the phone\, all your wishlist items accesible\, etc...,US,2013-02-02 12:24:00,5,Sarmanx,Great app!,390928219,
25525,It's a great app. Works quickly without any crashes plus accurate search results.,US,2013-02-02 04:34:00,5,Rxbyalan,Great app,390928219,
25526,Very good,US,2013-02-01 23:24:00,5,Jcmdc,Costa,390928219,
25527,Great app. Awesome store,US,2013-02-01 23:07:00,5,LtvPro,Video,390928219,
25528,The app is just as good as online. Easy to find the items you're looking for.,US,2013-02-01 20:08:00,4,jo-jo-c,Easy to use and informative,390928219,
25529,Very easy to go through the app. 5  STARS ALL THE WAY!,US,2013-02-01 17:40:00,5,Hoover2003,Excellent App,390928219,
25530,I've always been happy with B&H and their app is no exception. Buying and searching for gear has never been so easy or convenient.,US,2013-02-01 16:25:00,5,Jiggs110,Great store\, great app,390928219,
25531,This app is well done.B&H ❤,US,2013-02-01 07:31:00,5,Lina<3Bigbang,Lovely,390928219,
25532,The Great deals on hear saved me money\, so much money that I invested into the stocks and now I'm making millions\, thanks,US,2013-02-01 02:13:00,5,Shanedsebeck,Astonished,390928219,
25533,Great app. Easy to use.,US,2013-01-31 15:12:00,5,Skivail1130,Awesome,390928219,
25534,Great app. I ordered from them and it was quick and I could track my order right from this app. You can browse a lot of stuff right here without a computer.,US,2013-01-31 15:00:00,5,Twhawx,Anonymous,390928219,
25535,Very easy to get around the site and easy to checkout.  Just very user friendly!,US,2013-01-31 00:02:00,5,CadenceSerg,Simply great!,390928219,
25536,Easy shopping experience in the app but nothing beats visiting the store in NYC. It is amazing.,US,2013-01-30 16:26:00,5,DouglasGottlieb,Great Store\, Great App,390928219,
25537,Very basic app.  Functions ok\, but could be better.,US,2013-01-30 05:33:00,2,ShootatWill,No iPad Version,390928219,
25538,Works great.,US,2013-01-30 03:16:00,5,Stephen Andrew,Photographer,390928219,
25539,Fast shopping \, I love it!!!,US,2013-01-30 02:33:00,5,Carlos Rojas,I love it,390928219,
25540,Great app!,US,2013-01-29 23:34:00,5,dorkorroni,Love this store!,390928219,
25541,Almost prefer it over the website! :),US,2013-01-29 23:04:00,5,V0lt@88,Great app,390928219,
25542,This is a great app on the iPhone but only a very good iPad app. Need to update app so it's a true iPad app. Other than this issue\, I still love B&H for all my tech shopping. Highly recommend.,US,2013-01-29 17:47:00,4,rudedog6868,Very good app,390928219,
25543,I love you\, B&H.  <3,US,2013-01-29 15:06:00,5,EbnerRob,True Love,390928219,
25544,A must have app for all who likes or love photography! B&H has everything ! Their staff are experts,US,2013-01-29 05:27:00,5,Uliric.,A must have,390928219,
25545,This is a good app for a GREAT company.  Descriptions of devices are helpful an informative. Site searches are a little non-specific to the search entry leading to many hits that are not germane. This is my only complaint. But B&H has a vast catalog of items for the photographically  fanatical shopper. Shipping is prompt.  My third shopping experience at this site and each trip has been fruitful. Love the inventory 100%\, this app: ~80% due to too many responses to a query.,US,2013-01-29 05:26:00,4,Bolero44,Jacquard,390928219,
25546,Like the app much more than desktop version.,US,2013-01-29 03:44:00,5,rozee101,Exceeded my expectations...,390928219,
25547,Don't use that much. When I do use it. I find it to be very helpful.,US,2013-01-29 03:20:00,3,I don't loss 2012,Don't use it,390928219,
25548,Great\, would be 5 stars if there was an iPad full versiom,US,2013-01-29 02:57:00,4,campersc,iPad,390928219,
25549,Great selection.,US,2013-01-28 19:33:00,5,Just Me 25,Nice App,390928219,
25550,Great app! I'm able to find more things using this application than the full-desktop version.,US,2013-01-28 17:01:00,5,ElectroDLux,Exceeded my expectations,390928219,
25551,Works like a charm. Just as. Spangle as the web site.,US,2013-01-28 16:35:00,5,mickklass,Works Great!,390928219,
25552,Amazing,US,2013-01-28 16:26:00,5,Dodge137363,An amazing app,390928219,
25553,Very useful app,US,2013-01-28 15:49:00,5,Vihaan,Easy to use,390928219,
25554,I love B&H and now I can order stuff from my phone . I'm in trouble !,US,2013-01-28 15:37:00,5,I PIZY,Great,390928219,
25555,Great app,US,2013-01-28 11:31:00,5,Mickeycrazy25,Phota,390928219,
25556,Does not work sometimes but when it does it's great.,US,2013-01-28 09:03:00,4,Player080,Good,390928219,
25557,Some bugs though.,US,2013-01-28 03:40:00,3,Raymondo6743,Not bad,390928219,
25558,Saben es la segunda vez que compró en esta tienda y es muy buena me gusta y los productos son muy bueno gracias:) They know it is the second time that he bought in this shop and is very good I like and the products are very good thanks:)),US,2013-01-27 17:39:00,5,Josesitooo87,La mejor tienda:),390928219,
25559,Nice application\, lots of features!,US,2013-01-27 17:25:00,5,daemonaxe1,Very good app!,390928219,
25560,Excellent app to navigate the B&H online store when not surfing the full B&H web site.,US,2013-01-27 12:33:00,5,Camera-person,Great App,390928219,
25561,My goto app almost everyday. Wonderful on my iPhone. I'd like to see one made for the iPad. The iPhone version works ok on the iPad the resolution is lacking somewhat.,US,2013-01-27 08:05:00,5,Jombi,Excellent,390928219,
25562,A very good app,US,2013-01-27 01:19:00,5,Dave aka killer jk,Bandh,390928219,
25563,Love the store even better being able to shop on my phone!,US,2013-01-27 00:30:00,5,Nateboy1,Nice,390928219,
25564,Easy to use,US,2013-01-27 00:09:00,5,Modern Motion,Easy to use and stable,390928219,
25565,Nice and easy.,US,2013-01-26 19:31:00,5,oneighteen,5 stars.,390928219,
25566,I like this a lot. I check on prices for the lowest I can find. I will buy then. Here or elsewhere but always trying to get the better deal. !!!!,US,2013-01-26 12:36:00,5,Paquitin51,Flyingfish,390928219,
25567,The B&H store at my fingertips!,US,2013-01-26 12:19:00,5,BryGuy1470,Great,390928219,
25568,It's what you know and love about their search system in mobile form.  Some buttons don't act like you are on their classic site but gets the job done for mobile reasons.,US,2013-01-26 06:29:00,5,RMS09,It's b&h,390928219,
25569,Wowza!,US,2013-01-25 20:22:00,5,Foto froto,Me,390928219,
25570,Great app overall. Sometimes easier and quicker to navigate than the web site.,US,2013-01-25 19:42:00,5,Corey Ball,It is B&H anywhere you go,390928219,
25571,Love it,US,2013-01-25 13:18:00,4,Pjm340,Easy,390928219,
25572,Works perfect.,US,2013-01-25 12:11:00,5,JayJayJax,Great app,390928219,
25573,It's a little crashy once in a while\, but otherwise it's great!,US,2013-01-25 03:55:00,4,kevwil,very cool app,390928219,
25574,Help on the road. Thank you!,US,2013-01-25 03:31:00,5,I hate $$$ it ruins the world,Just great app!,390928219,
25575,I wish I lived in New York\, but I'll settle this as close to being at my favorite store.=],US,2013-01-25 03:26:00,5,jonflores,The best photo supply store,390928219,
25576,I love this store n i love the easiness n accessibility of the app. Great tool.,US,2013-01-25 03:17:00,5,NewiPhone4Owner,LOVE!,390928219,
25577,Great app!,US,2013-01-25 01:36:00,5,Karen3836,Karen,390928219,
25578,Muy fácil de usar y súper completa...,US,2013-01-25 01:31:00,5,Calvin0019,Muy buena aplicación.,390928219,
25579,I buy nearly everything from them; app is great for knowing your product number ahead of time so you can go straight to call up desk in the store and skip the sales floor step.,US,2013-01-24 22:20:00,5,timelight,Solid app,390928219,
25580,I love the app for ease of use\, wide selection\, and best prices.,US,2013-01-24 20:13:00,5,Abbabaker,Great site,390928219,
25581,Does most everything I need to do,US,2013-01-24 18:16:00,4,makeitsoj,Pretty good,390928219,
25582,Searching works great and let's you filter the search too.,US,2013-01-24 15:56:00,5,Caleb Blaha,Works Great,390928219,
25583,For getting product info and ordering from B&H. Descriptions and reviews really help.,US,2013-01-24 06:55:00,5,Bb plays,Great app,390928219,
25584,Easy to use site\, best place to buy cameras and gear.,US,2013-01-24 04:45:00,4,Podmarmot,they're Great,390928219,
25585,I love that if I want a part it is easy to find,US,2013-01-23 22:51:00,5,jessice79,Awesome,390928219,
25586,The browse and search works great but I can't figure out how to add items to either my wish list or shopping cart.  Why does checking order history require another login?,US,2013-01-23 01:14:00,3,Sailin' Shoes,Must be in the middle of an update.,390928219,
25587,best app,US,2013-01-23 01:12:00,5,Sound smurf,good,390928219,
25588,Very good\, efficient app.,US,2013-01-22 21:15:00,4,KewlAB3,Awesome,390928219,
25589,I've used B&H photo for years and they never disappoint. Best prices\, great sales help and quality products! This app makes it simpler to See the goodies. Only thing I noticed last night when I tried to place an order was it wouldn't take a product  ( the insurance for a lens) and put it in the cart. I tried multiple times and ways. So there may be some minor glitches but still great for looking up stuff.,US,2013-01-22 17:18:00,5,Yardeb,Always the BEST!,390928219,
25590,Just downloaded it works great.,US,2013-01-22 16:57:00,5,idag,Seems great!,390928219,
25591,Love the features of this app.,US,2013-01-22 16:02:00,5,Capt Ike,Great app!!,390928219,
25592,Awesome application!,US,2013-01-22 15:43:00,5,Drbrown33,Pro cinematographer,390928219,
25593,Great app,US,2013-01-22 12:33:00,5,Bvleugels,Great!,390928219,
25594,Very nice app for a nice superstore!!!,US,2013-01-22 05:34:00,4,dashma2,Cool app,390928219,
25595,Well written\, reliably helps me to find what I'm looking for. If I could wish for more features\, I would like to see more search and selection criteria.,US,2013-01-22 03:58:00,5,iPad3_owner,Great tool,390928219,
25596,For years I used to have the B&H sourcebook on my desk as a quick reference on what gear is out there to meet a specific task\, and now I have this app with multiple pictures and accurate prices! A stable and well-designed app I consult almost every day.,US,2013-01-22 03:38:00,5,298764,An Indispensable Reference,390928219,
25597,B&H is an excellent store - I would expect nothing less from them in an app.,US,2013-01-22 03:37:00,5,Brotha Percy,Excellent App!,390928219,
25598,Like the app very much\, but would be even better if it were more iPad compatible and could be read in landscape mode.,US,2013-01-22 00:53:00,4,Party Hearty,Make App for iPad\, too\, Please!,390928219,
25599,easy to use!,US,2013-01-22 00:38:00,5,poppetar,greate app!,390928219,
25600,!,US,2013-01-21 20:40:00,5,Austin Bagwell,Nice,390928219,
25601,I do video and photography for events and if I need to get some new gear\, I do  it from my phone with this app. Great service\, great value and the best selection,US,2013-01-21 20:38:00,5,Axelex,Really helpfull,390928219,
25602,I found everything I was looking for with no problem.,US,2013-01-21 18:45:00,5,Cjayjones,This app is amazingly easy to use.,390928219,
25603,My new favorite app for my favorite store!!,US,2013-01-21 16:46:00,5,Marsha Wells,New fav,390928219,
25604,I like it,US,2013-01-21 15:08:00,5,Supersami11,Good,390928219,
25605,I just bought several items and was impressed with how easy and streamlined this app is designed. Nice work!,US,2013-01-21 12:59:00,5,Photoyo,Sweet app,390928219,
25606,I was even able to find exactly what I wanted in the used store.  Easy to navigate.  Good web commerce app.,US,2013-01-21 05:40:00,5,mikdes26,Good web commerce app,390928219,
25607,What else can I say? Love it!!,US,2013-01-21 05:39:00,5,Mrblack6666,Awesome!!,390928219,
25608,I aspire to be a professional filmmaker and photographer and while I seldom make purchases from B&H\, I keep this app installed on my iPhone to look up information about filmmaking\, photography\, and pro audio gear. And the great thing is after I do some reading about the products and decided which gear is right for me\, I can simple add it to my Wish List for bookmarking and/or later purchase. Very cool.,US,2013-01-21 04:59:00,5,ralaningalls,Great Mobile Version of B&H's Online Store,390928219,
25609,B & H customers expect low prices\, excellent service and a wide range of products. This app is a convenient\,   mobile extension of that.,US,2013-01-21 03:56:00,5,AudioCrest,B & H Quality,390928219,
25610,Great store too,US,2013-01-21 02:16:00,5,Jeff Perry,Great app,390928219,
25611,A very good app,US,2013-01-21 01:39:00,4,Don from Indy,Good app,390928219,
25612,Great for adding supplies to my gear list while on a shoot.,US,2013-01-21 01:32:00,4,Pombo Kuruma,Handy,390928219,
25613,Love this app\,  so quick and easy to buy exactly what you need!,US,2013-01-21 01:17:00,5,warlin,Painless purchasing !,390928219,
25614,Everything at my fingertips. All of the info and pricing I need.,US,2013-01-21 00:16:00,5,PJHDigital,Awesome,390928219,
25615,This app is really nice,US,2013-01-20 22:33:00,5,Lonemeadragoniwannaseespace,Well done!,390928219,
25616,It's to hard to get to the search filters\, I can rarely find anything using this app.,US,2013-01-20 22:22:00,2,Kphotographer,Not great but any means,390928219,
25617,I love having access to the full catalog and my wishlists right on my ipod. It's just like I'm on the web site.,US,2013-01-20 20:51:00,5,Buck George,As easy and smooth as the web site.,390928219,
25618,Works for me. Just as good as going to the sight.,US,2013-01-20 16:17:00,5,Vinndoggy Style,8),390928219,
25619,This app is great\, I enjoy the ease of it.,US,2013-01-20 14:45:00,5,csk48,Great app,390928219,
25620,Works well and easy to search products.,US,2013-01-20 13:58:00,5,Y-rod,Great app!!,390928219,
25621,Excellent app. Works seamlessly. Great if you shop at B&H frequently.,US,2013-01-20 13:09:00,5,Paul from Schwenksville,Awesome App,390928219,
25622,This app is so easy to use. No nonsense... love it.,US,2013-01-20 02:36:00,5,Tim from Laurel,Professional,390928219,
25623,Categories are well organized and app is simple to use,US,2013-01-20 02:02:00,5,Fbjunk,Simply works,390928219,
25624,Very clean and precise.  Very easy to navigate.,US,2013-01-20 00:02:00,5,Msq3dman,Great looking app,390928219,
25625,All right.,US,2013-01-19 05:31:00,5,Liotcik,It works fine,390928219,
25626,Used part is not good at all,US,2013-01-19 03:35:00,3,Mernest,Nice app. There are some problems in searching used stuff.,390928219,
25627,This app is the next best thing to shopping at B&H. The information is accurate and complete.  Pricing and product options are clear -- and search functions are fast and fuzzy if you ALMOST know what you're looking for. Behind the app. B&H offers unbeatable pricing\, amazing service and support and sales ethic that shames the competition. Ordering from the app is easy\, secure\, and satisfying with instant confirmations. Shopping just doesn't get any better. B&H sets the standard.,US,2013-01-19 03:22:00,5,msidoric,B&H delivers.,390928219,
25628,Fácil de usar\, muy simple y con mucha información disponible\, también es rápido para navegar,US,2013-01-19 01:22:00,5,Alexiskst,Muy buen aplicativo,390928219,
25629,Great app from a great store. Really enjoy the user interface and ease of use. Most if the info from their website at the tip of your fingers.,US,2013-01-19 01:11:00,5,MMKZ,Great App,390928219,
25630,I can now browse on my phone without the hassle of trying to navigate the site using my web browser. Good job!!,US,2013-01-19 00:50:00,5,Big Anchor IPT,App is just as good as website!!,390928219,
25631,App works great to search and drill down what your shopping for. By signing up\, able to make a large order using both iPhone and desktop. Was told about B&H when I started search for a new camera. All my research lead me right to them over and over. Order came very fast.,US,2013-01-18 23:54:00,5,Tahcoe,Well designed app\, easy shopping.,390928219,
25632,Best app for the best store. Only complaint is that I've noticed search items occasionally list in a different order than with the browser. No big deal though.,US,2013-01-18 22:09:00,5,Ry Loe,B&H rocks!,390928219,
25633,The app allows me to access any n everything I may need from the store love thee app 5stars,US,2013-01-18 18:23:00,5,Joey copafeel,This store is my fav,390928219,
25634,Easy to use\, easy to search for stuff\, and loads fast!,US,2013-01-18 16:10:00,5,D.Deep,Great app!,390928219,
25635,It's my favorite camera store app!,US,2013-01-18 16:03:00,5,Zodiac217,My go to camera source!,390928219,
25636,VERY EASY APP TO USE. IT'S CLEAR AND CONCISE.,US,2013-01-18 11:37:00,5,Banta1978,Chan,390928219,
25637,Convenient\, easy to use\, and detailed.,US,2013-01-18 06:17:00,5,N!€|<,Awesome,390928219,
25638,Very convenient way to shop from B&H,US,2013-01-18 05:15:00,5,plasmann,Very good for a professional store,390928219,
25639,Both the App and the store make it all too easy to overspend. God help me when the credit card bill arrives!,US,2013-01-18 03:44:00,5,Cats2002,Great App,390928219,
25640,But needs better navigation and filtering,US,2013-01-18 00:57:00,3,diane DeVille,Great store,390928219,
25641,This app offers all the functionality of the site in a great mobile style.,US,2013-01-17 22:43:00,5,wil002,More than a simple wrap around app,390928219,
25642,If you love B&H as much as I do you need this app! There are a few little bugs but they are minor\, e.g. It occasionally crashes\, and the cart doesn't always seem to automatically sync with your web based cart. That's pretty minor. I mainly use it to price check my local stores so I can see how much better of a deal I'm getting through B&H!,US,2013-01-17 22:10:00,4,Ercmicwil1,B&H rocks! The app is ok!,390928219,
25643,Love this app\, love the store. Browsing and filtering products is a breeze. I find myself looking for potential upgrades on my phone\, adding them to wish lists for further research on my computer. Very good research tool.,US,2013-01-17 19:48:00,5,Kolia Mtl,Better than the web site !,390928219,
25644,Excellent site\, full featured.,US,2013-01-17 18:50:00,5,Illinois Flyers Fan,Very useful,390928219,
25645,My only concern is that it should show the price right away.,US,2013-01-17 18:23:00,5,CaceresPablo,Great App,390928219,
25646,Wonderful app makes it easy to find what you are looking for. Much easier than using a web browser.,US,2013-01-17 16:32:00,5,Swetz,Great app and great store,390928219,
25647,Everything is here just like in the store. My only regret is that I cannot edit my wish list from the app as I can do online.,US,2013-01-17 15:58:00,5,Cjgref,Great resource,390928219,
25648,Great,US,2013-01-17 14:11:00,5,Jhshauasgxbf,Great,390928219,
25649,Quit asking me to rate your app B&H,US,2013-01-17 13:07:00,1,An annoyed itouch user,HEY,390928219,
25650,it's a great app thanks  a lot,US,2013-01-17 07:51:00,5,Gela Guliashvili,great app,390928219,
25651,I use this app all the time to learn about products and read owner reviews. Excellent design. One of my most useful apps.,US,2013-01-17 05:50:00,5,DaveWilson99,Extremely useful,390928219,
25652,Very well designed\, easy to navigate.  Thank you!,US,2013-01-17 04:19:00,5,Modfix,Like better than the website!,390928219,
25653,Great Application for purchasing all photography needs! Great content and pictures.,US,2013-01-17 03:33:00,5,Scratchcat69,Excellent!,390928219,
25654,Lo mejor para adquirir equipos,US,2013-01-17 03:17:00,5,Joselopr,Buenisima,390928219,
25655,Great store\, great tool.,US,2013-01-17 02:50:00,5,AirRoll,Excellent!,390928219,
25656,Easy to use and makes search the extensive inventory easy.,US,2013-01-17 02:37:00,5,CaptNeptune,Great app\, great store,390928219,
25657,Really handy and reliable!,US,2013-01-17 02:24:00,4,Spain108,Good app!,390928219,
25658,A 'dangerous' (kidding!) app\, as one reviewer said\, because it is so easy to find all the things here you covet for your hobby (or profession) :-)Excellent organization\, all the info you need\, good reviews with helpful info about reviewers. I've never had a crash or freeze or any problem with this app. Works great. This is where I always begin my search for anything related to photography!,US,2013-01-17 02:05:00,5,Homelessanimals,Good app! Love it!,390928219,
25659,Great app! Easy to find items and manage wish list. Quick check out for purchases.,US,2013-01-17 02:02:00,5,JJJ Fed,Great app!,390928219,
25660,We have all watched our own and their.        'switch' from beloved film to digital !  The juries still out.,US,2013-01-17 01:44:00,5,Roger Detwiler,Except for a computer glitch \, I pure love.,390928219,
25661,Please see headline. They r the fastest\, cheapest\, and they have the most stuff.,US,2013-01-17 00:59:00,5,Jroo96,There is no other option.,390928219,
25662,Excellent app,US,2013-01-16 23:25:00,5,Sri Harsha,Excellent app,390928219,
25663,Awesome store! Great service!,US,2013-01-16 21:47:00,5,peet11,Great but dangerous! Lol i spend lots of money. ;),390928219,
25664,It does what you need it to do and it does it without crashing,US,2013-01-16 15:00:00,5,Ej1982,Love this app,390928219,
25665,Excellent app,US,2013-01-16 13:32:00,5,_TiBaS_,Good,390928219,
25666,Perfect for ordering on the go. It's just like having the entire store in the palm of your hand. Love the fact I can also add to my wish list\, check order status\, and it's responsive.,US,2013-01-16 13:10:00,5,Jules_5,Great app and convenient,390928219,
25667,Very convenient for on the go Pros!,US,2013-01-16 06:55:00,5,jamesgts,The Complete B&H App,390928219,
25668,Easy to navigate.,US,2013-01-16 05:46:00,5,GracieFox007,Great app.,390928219,
25669,B&H Photo is my 'go to' source for anything photographic. A world class store with equally good online service & delivery.,US,2013-01-16 04:16:00,5,Madgamder,Great App + Great Pro Photo/Video Vendor,390928219,
25670,A great app with all the answers.,US,2013-01-16 03:34:00,5,Keith Barry,Realtor,390928219,
25671,Love having a huge inventory at my fingertips.,US,2013-01-16 02:50:00,5,WooHooProd79,Sweet,390928219,
25672,Super easy to navigate. Great app!,US,2013-01-15 23:06:00,5,Cgriep,Simple and clear,390928219,
25673,Love this app,US,2013-01-15 03:32:00,5,VegaA,Great app for a great store,390928219,
25674,Simple to use and very efficient!!,US,2013-01-15 01:42:00,5,Zarb67,Great app,390928219,
25675,Just found this app but the PayPal button isn't working to place an order. Otherwise the store looks good.,US,2013-01-14 22:13:00,3,Erik Berg,PayPal button not working,390928219,
25676,What you expect from B&H.,US,2013-01-14 19:46:00,5,Rev809,Perfect!,390928219,
25677,I use my iPad more than my phone. I really wish this app was available for iPad. That would be great. I gave it only 4 stars because it lacks features that I use on the site. But that's not necessarily a bad thing.,US,2013-01-14 18:53:00,4,Jonathan Ashcraft,When will this app be available for iPad?,390928219,
25678,Works just like the main site,US,2013-01-14 17:39:00,5,Johnpaxsonfan,Great!,390928219,
25679,Easy to use\, and plenty of options. Very well designed app!,US,2013-01-14 14:21:00,5,Migugo,Well thought out!,390928219,
25680,Very efficient to use on the go,US,2013-01-14 14:12:00,5,Great new maps,Great app,390928219,
25681,Bh is the best,US,2013-01-14 13:43:00,5,Shaya J,Gold,390928219,
25682,One word- SUPERB.,US,2013-01-14 13:11:00,5,Siddharth Mushrif,SUPERB.,390928219,
25683,Easy to use and great communication with user account from website.,US,2013-01-14 12:19:00,5,Videocomputer,Good app,390928219,
25684,Needs to be brought up to iPad size and specs. Otherwise it works and responds nicely.,US,2013-01-14 06:16:00,3,irwindesign,Good App!,390928219,
25685,I love buying from them and this app made it so much better and easier! Definitely recommend downloading this app.,US,2013-01-14 05:35:00,5,Drakeypo0,Love this app!,390928219,
25686,Great app for finding products at B and H Photo,US,2013-01-14 05:20:00,5,Cpt09135,Great app,390928219,
25687,Thanks so muchI like B&H\, and this app is beautiful.,US,2013-01-14 04:56:00,5,Abraham_S,Thanks to B&H,390928219,
25688,Works like it should.,US,2013-01-14 04:23:00,5,Miro celic,Superb,390928219,
25689,Love B&H. Have used the app to make purchases with no problem.,US,2013-01-14 02:52:00,5,Brogroove,It works!,390928219,
25690,Perfectly executed iOS app from B&H.  Works exactly as you'd expect it to work. Very clear navigation and fast. It's amazing how often I'm using this app on my iPhone.,US,2013-01-14 02:41:00,5,NJ Nikon user,Very useful app,390928219,
25691,Good useful app from great company to do business with. Look forward to shopping with it.,US,2013-01-14 02:18:00,5,Zornorff,Customer,390928219,
25692,Works,US,2013-01-14 00:24:00,5,KyleDones,Great,390928219,
25693,The developers should receive great recognition. If all apps were like this!,US,2013-01-13 20:34:00,5,MarlyMar187,Great app!!,390928219,
25694,It works. It works the way you would expect from a premiere outfit like B&H.,US,2013-01-13 19:39:00,5,jafo1111,Fine\, just fine,390928219,
25695,Great app\, makes browsing the site a breeze,US,2013-01-13 19:11:00,4,Cheyne Adonis,Easy to Use,390928219,
25696,Great app. Love B&H.,US,2013-01-13 18:40:00,5,John Hank,H.A.V.E.,390928219,
25697,Awesome app and easy to navigate!,US,2013-01-13 16:52:00,5,Weimarfan,BhPhotoVideo App,390928219,
25698,Great app has every thing the web site does\,  but works faster,US,2013-01-13 13:24:00,5,Rusty shackle ford,D800 shooter,390928219,
25699,Puedo ver los equipos que quiero comprar de una forma muy amigable\, puedo filtrar las opciones\, la recomiendo,US,2013-01-13 12:33:00,5,Oswaldo-Render,Excelente aplicación,390928219,
25700,This app has everything you could want from a shopping app. It's fast\, easy to navigate and quick!,US,2013-01-13 08:00:00,5,josiahreed,Great way to purchase things on the go!,390928219,
25701,Good and helpful with many products!,US,2013-01-13 02:50:00,5,Chelmbre,Very nice,390928219,
